,compound_chembl_id,canonical_smiles,standard_type,standard_relation,standard_value,standard_units,target_name,organism,assay_description,assay_type,Ki [nM]
4411,CHEMBL338611,CN1C(=O)N(C)c2ncn(CCCN3CCC(CC3)C(c4ccccc4)c5ccccc5)c2C1=O.OC(=O)\C=C\C(=O)O,IC50,=,41.0,nM,Dopamine D2 receptor,Homo sapiens,Compound is evaluated for in vitro receptor binding affinity against Dopamine receptor D2,B,20.5
4419,CHEMBL131299,Cc1ccc(OCCCNCCOc2ccccc2)cc1,Ki,=,64.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity against cloned human dopamine receptor D2 expressed in Chinese hamster ovary (CHO) K-1 cells by displacement of [3H]spiperone.,B,64.0
4420,CHEMBL131299,Cc1ccc(OCCCNCCOc2ccccc2)cc1,Ki,=,64.57,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to displace [3H]spiperone from cloned human dopamine receptor D2 was determined,B,64.57
4439,CHEMBL129979,Clc1ccc2[nH]cc(C3=CCN(CCCCCN4C(=O)c5ccccc5C4=O)CC3)c2c1,Ki,=,20.0,nM,Dopamine D2 receptor,Homo sapiens,In vitro binding affinity at human cloned dopamine receptor D2 (long) stably expressed in CHO cells by [3H]spiperone displacement.,B,20.0
4440,CHEMBL340220,Cc1ccc2C(=O)N(CCCCCN3CCC(=CC3)c4c[nH]c5ccc(F)cc45)C(=O)c2c1,Ki,=,20.0,nM,Dopamine D2 receptor,Homo sapiens,In vitro binding affinity at human cloned dopamine receptor D2 (long) stably expressed in CHO cells by [3H]spiperone displacement.,B,20.0
4441,CHEMBL335259,Cc1cccc2C(=O)N(CCCCCN3CCC(=CC3)c4c[nH]c5ccc(F)cc45)C(=O)c12,Ki,=,25.0,nM,Dopamine D2 receptor,Homo sapiens,In vitro binding affinity at human cloned dopamine receptor D2 (long) stably expressed in CHO cells by [3H]spiperone displacement.,B,25.0
4442,CHEMBL334956,Fc1ccc2[nH]cc(C3=CCN(CCCN4C(=O)c5ccccc5C4=O)CC3)c2c1,Ki,=,20.0,nM,Dopamine D2 receptor,Homo sapiens,In vitro binding affinity at human cloned dopamine receptor D2 (long) stably expressed in CHO cells by [3H]spiperone displacement.,B,20.0
4443,CHEMBL422618,Cc1cccc2c(c[nH]c12)C3=CCN(CCCCCN4C(=O)c5ccccc5C4=O)CC3,Ki,=,40.0,nM,Dopamine D2 receptor,Homo sapiens,In vitro binding affinity at human cloned dopamine receptor D2 (long) stably expressed in CHO cells by [3H]spiperone displacement.,B,40.0
4445,CHEMBL414433,O=C1N(CCCCCN2CCC(=CC2)c3c[nH]c4ccccc34)C(=O)c5ccccc15,Ki,=,25.0,nM,Dopamine D2 receptor,Homo sapiens,In vitro binding affinity at human cloned dopamine receptor D2 (long) stably expressed in CHO cells by [3H]spiperone displacement.,B,25.0
4446,CHEMBL133524,Fc1ccc2[nH]cc(C3=CCN(CCCCCN4C(=O)c5ccccc5C4=O)CC3)c2c1,Ki,=,5.0,nM,Dopamine D2 receptor,Homo sapiens,In vitro binding affinity at human cloned dopamine receptor D2 (long) stably expressed in CHO cells by [3H]spiperone displacement.,B,5.0
4447,CHEMBL423706,Fc1ccc(cc1)C(=O)CCCN2CCC(CCc3c[nH]c4ccccc34)CC2,Ki,=,40.0,nM,Dopamine D2 receptor,Homo sapiens,In vitro binding affinity at human cloned dopamine receptor D2 (long) stably expressed in CHO cells by [3H]spiperone displacement.,B,40.0
4464,CHEMBL339098,Fc1cccc2C(=O)N(CCCCCN3CCC(=CC3)c4c[nH]c5ccccc45)C(=O)c12,Ki,=,25.0,nM,Dopamine D2 receptor,Homo sapiens,In vitro binding affinity at human cloned dopamine receptor D2 (long) stably expressed in CHO cells by [3H]spiperone displacement.,B,25.0
4465,CHEMBL338270,Fc1ccc2[nH]cc(C3=CCN(CCCCCCCN4C(=O)c5ccccc5C4=O)CC3)c2c1,Ki,=,25.0,nM,Dopamine D2 receptor,Homo sapiens,In vitro binding affinity at human cloned dopamine receptor D2 (long) stably expressed in CHO cells by [3H]spiperone displacement.,B,25.0
4466,CHEMBL131495,Fc1ccc2[nH]cc(C3=CCN(CCCCN4C(=O)c5ccccc5C4=O)CC3)c2c1,Ki,=,16.0,nM,Dopamine D2 receptor,Homo sapiens,In vitro binding affinity at human cloned dopamine receptor D2 (long) stably expressed in CHO cells by [3H]spiperone displacement.,B,16.0
4467,CHEMBL131495,Fc1ccc2[nH]cc(C3=CCN(CCCCN4C(=O)c5ccccc5C4=O)CC3)c2c1,Ki,=,3.162,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human dopamine D2 receptor short form expressed in CHO cells,B,3.162
4474,CHEMBL336771,Fc1ccc2C(=O)N(CCCCCN3CCC(=CC3)c4c[nH]c5ccc(F)cc45)C(=O)c2c1,Ki,=,10.0,nM,Dopamine D2 receptor,Homo sapiens,In vitro binding affinity at human cloned dopamine receptor D2 (long) stably expressed in CHO cells by [3H]spiperone displacement.,B,10.0
4475,CHEMBL335844,Fc1ccc2[nH]cc(C3=CCN(CCCCCN4C(=O)c5cccc(F)c5C4=O)CC3)c2c1,Ki,=,12.0,nM,Dopamine D2 receptor,Homo sapiens,In vitro binding affinity at human cloned dopamine receptor D2 (long) stably expressed in CHO cells by [3H]spiperone displacement.,B,12.0
4476,CHEMBL130261,Cc1ccc2C(=O)N(CCCCCN3CCC(=CC3)c4c[nH]c5ccccc45)C(=O)c2c1,Ki,=,40.0,nM,Dopamine D2 receptor,Homo sapiens,In vitro binding affinity at human cloned dopamine receptor D2 (long) stably expressed in CHO cells by [3H]spiperone displacement.,B,40.0
4484,CHEMBL421902,Fc1ccc2C(=O)N(CCCCCN3CCC(=CC3)c4c[nH]c5ccccc45)C(=O)c2c1,Ki,=,40.0,nM,Dopamine D2 receptor,Homo sapiens,In vitro binding affinity at human cloned dopamine receptor D2 (long) stably expressed in CHO cells by [3H]spiperone displacement.,B,40.0
4492,CHEMBL132575,CCCN(CCC)C1CCC2=C(CCC/C/2=N\O)C1,EC50,=,170.0,nM,Dopamine D2 receptor,Homo sapiens,Tested for intrinsic activity towards Dopamine receptor D2 in CHO cells,B,85.0
4493,CHEMBL131926,COc1nc(N)c(Cl)cc1C(=O)NC2CC3CCCC(C2)N3Cc4ccccc4,Ki,=,1.2590000000000001,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity towards dopamine D2 receptor,B,1.2590000000000001
4494,CHEMBL134423,Fc1ccc(cc1)[Si]2(CCC(C2)N3CCN(CC3)c4ccccc4)c5ccc(F)cc5,IC50,=,140.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity towards dopamine D2 receptor,B,70.0
4495,CHEMBL134423,Fc1ccc(cc1)[Si]2(CCC(C2)N3CCN(CC3)c4ccccc4)c5ccc(F)cc5,IC50,=,100.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity towards dopamine D2 receptor,B,50.0
4497,CHEMBL336652,CCCNC1CCc2ccc(O)cc2C1,Ki,=,3.8,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity was evaluated by calculating competition for [3H]N-0437 binding on Dopamine receptor D2L of CHO K-1 cells,B,3.8
4502,CHEMBL133830,NC1CCc2ccc(O)cc2C1,Ki,=,78.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity was evaluated by calculating competition for [3H]spiperone binding on Dopamine receptor D2L of CHO K-1 cells.,B,78.0
4503,CHEMBL133830,NC1CCc2ccc(O)cc2C1,Ki,=,3.3,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity was evaluated by calculating competition for [3H]N-0437 binding on Dopamine receptor D2L of CHO K-1 cells,B,3.3
4507,CHEMBL334472,CCCNC1CCc2c(O)cccc2C1,Ki,=,0.5,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity was evaluated by calculating competition for [3H]N-0437 binding on Dopamine receptor D2L of CHO K-1 cells,B,0.5
4517,CHEMBL335392,CCCN(C)C1CCc2ccc(O)cc2C1,Ki,=,0.67,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity was evaluated by calculating competition for [3H]N-0437 binding on Dopamine receptor D2L of CHO K-1 cells,B,0.67
4519,CHEMBL134571,CCN(C)C1CCc2ccc(O)cc2C1,Ki,=,2.5,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity was evaluated by calculating competition for [3H]N-0437 binding on Dopamine receptor D2L of CHO K-1 cells,B,2.5
4520,CHEMBL135932,CN(C)C1CCc2ccc(O)cc2C1,Ki,=,55.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity was evaluated by calculating competition for [3H]spiperone binding on Dopamine receptor D2L of CHO K-1 cells.,B,55.0
4521,CHEMBL135932,CN(C)C1CCc2ccc(O)cc2C1,Ki,=,5.4,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity was evaluated by calculating competition for [3H]N-0437 binding on Dopamine receptor D2L of CHO K-1 cells,B,5.4
4569,CHEMBL135044,OC(=O)C(=O)O.Oc1ccc2CC[C@H](CN3CCc4ccccc4C3)Oc2c1,Ki,=,2.5,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity at human Dopamine receptor D2 (hD2) using [3H]spiperone radioligand.,B,2.5
4571,CHEMBL135954,CCCN(CCc1cccs1)C2CCc3ccc(O)cc3C2,Ki,=,59.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity was evaluated by calculating competition for [3H]spiperone binding on Dopamine receptor D2L of CHO K-1 cells.,B,59.0
4572,CHEMBL135954,CCCN(CCc1cccs1)C2CCc3ccc(O)cc3C2,Ki,=,0.76,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity was evaluated by calculating competition for [3H]N-0437 binding on Dopamine receptor D2L of CHO K-1 cells,B,0.76
4579,CHEMBL134343,OC(=O)C(=O)O.Oc1cc2O[C@H](CNCc3ccccc3)CCc2cc1Cl,Ki,=,77.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity at human Dopamine receptor D2 (hD2) using [3H]spiperone radioligand.,B,77.0
4581,CHEMBL135357,OC(=O)C(=O)O.Oc1cc2O[C@@H](CNCc3ccccc3)CCc2cc1Cl,Ki,=,7.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity at human Dopamine receptor D2 (hD2) using [3H]spiperone radioligand.,B,7.0
4583,CHEMBL423890,OC(=O)C(=O)O.Oc1ccc2OC[C@H](CNCc3ccccc3)Oc2c1,Ki,=,7.2,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity at human Dopamine receptor D2 (hD2) using [3H]spiperone radioligand.,B,7.2
4586,CHEMBL133085,CCCN(C\C=C\I)C1COc2c(O)cccc2C1,Ki,=,10.8,nM,Dopamine D2 receptor,Homo sapiens,Tested for the inhibitory activity against D2H (high-affinity states) receptor in infected HEK 293 cells.,B,10.8
4588,CHEMBL134807,OC(=O)C(=O)O.Oc1ccc2CC[C@H](CNCc3ccccc3)Oc2c1,Ki,=,10.4,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity at human Dopamine receptor D2 (hD2) using [3H]spiperone radioligand.,B,10.4
4591,CHEMBL134807,OC(=O)C(=O)O.Oc1ccc2CC[C@H](CNCc3ccccc3)Oc2c1,EC50,=,0.01995,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human dopamine D2L receptor expressed in HEK293 cells assessed as inhibition of forskolin-induced cAMP accumulation after 30 mins by LANCE assay,F,0.009975
4593,CHEMBL134807,OC(=O)C(=O)O.Oc1ccc2CC[C@H](CNCc3ccccc3)Oc2c1,Ki,=,70.2,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from low-affinity state of human dopamine D2L receptor transfected in HEK293 cells after 2 hrs by scintillation counting analysis,B,70.2
4594,CHEMBL134807,OC(=O)C(=O)O.Oc1ccc2CC[C@H](CNCc3ccccc3)Oc2c1,Ki,=,2.98,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from high-affinity state of human dopamine D2L receptor transfected in HEK293 cells after 2 hrs by scintillation counting analysis,B,2.98
4596,CHEMBL134807,OC(=O)C(=O)O.Oc1ccc2CC[C@H](CNCc3ccccc3)Oc2c1,Ki,=,39.81,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from low-affinity state of human dopamine D2L receptor transfected in HEK293 cells after 2 hrs by scintillation counting analysis,B,39.81
4597,CHEMBL134807,OC(=O)C(=O)O.Oc1ccc2CC[C@H](CNCc3ccccc3)Oc2c1,Ki,=,1.23,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from high-affinity state of human dopamine D2L receptor transfected in HEK293 cells after 2 hrs by scintillation counting analysis,B,1.23
4598,CHEMBL134808,OC(=O)C(=O)O.Oc1ccc2CCC(CN3CCc4ccccc4C3)Oc2c1,Ki,=,4.3,nM,Dopamine D2 receptor,Homo sapiens,"Compound was tested to inhibit Dopa accumulation in to Dopamine receptor D2 at 10 mg/kg, sc",B,4.3
4600,CHEMBL135725,OC(=O)C(=O)O.Oc1ccc2CC[C@@H](CN3CCc4ccccc4C3)Oc2c1,Ki,=,73.9,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity at human Dopamine receptor D2 (hD2) using [3H]spiperone radioligand.,B,73.9
4603,CHEMBL263282,CCCN(C\C=C\I)C1CCc2c(O)cccc2C1,Ki,=,3.6,nM,Dopamine D2 receptor,Homo sapiens,Tested for the inhibitory activity against D2H (high-affinity states) receptor in infected HEK 293 cells.,B,3.6
4605,CHEMBL336851,CCCN(C\C=C\I)C1CCc2cc(O)ccc2C1,Ki,=,9.7,nM,Dopamine D2 receptor,Homo sapiens,Tested for the inhibitory activity against D2H (high-affinity states) receptor in infected HEK 293 cells.,B,9.7
4613,CHEMBL135395,OC(=O)C(=O)O.Oc1ccc2CCC(CNCc3ccccc3)Oc2c1,Ki,=,9.7,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity at human Dopamine receptor D2 (hD2) using [3H]spiperone radioligand.,B,9.7
4617,CHEMBL337228,OC(=O)C(=O)O.Oc1cc2OC(CNCc3ccccc3)CCc2cc1Cl,Ki,=,5.2,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity in humans to Dopamine receptor D2 expressed in CHO cells was determined using the agonist [3H]-spiperone.,B,5.2
4627,CHEMBL335403,O=C(N[C@@H]1CC[C@H]2C[C@H](CC[C@@H]2C1)N3CCN(CC3)c4ccccn4)c5ccccc5,EC50,=,10.4,nM,Dopamine D2 receptor,Homo sapiens,In vitro inhibition of forskolin-stimulated cAMP accumulation in GH4C1 cells transfected with the human Dopamine D2 receptor,F,5.2
4630,CHEMBL135387,O=C(N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3ccccn3)CC1)c4ccccc4,EC50,=,4.9,nM,Dopamine D2 receptor,Homo sapiens,In vitro inhibition of forskolin-stimulated cAMP accumulation in GH4C1 cells transfected with the human Dopamine D2 receptor,F,2.45
4634,CHEMBL137781,C[C@@H]1C[C@H](C)N1C(=O)[C@H]2CN(C)C3Cc4c[nH]c5cccc(C3=C2)c45,Ki,=,60.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity against Dopamine receptor D2,B,60.0
4637,CHEMBL335545,C([C@@H]1CCC=C(C1)c2ccccc2)N3CCC(=CC3)c4ccccc4,Ki,=,25.5,nM,Dopamine D2 receptor,Homo sapiens,Tested for binding affinity towards human D2L receptor using [3H]spiperone as radioligand,B,25.5
4639,CHEMBL335545,C([C@@H]1CCC=C(C1)c2ccccc2)N3CCC(=CC3)c4ccccc4,Ki,=,25.5,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity towards human Dopamine receptor D2L evaluated using [3H]spiperone,B,25.5
4640,CHEMBL335545,C([C@@H]1CCC=C(C1)c2ccccc2)N3CCC(=CC3)c4ccccc4,Ki,=,8.4,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity towards human Dopamine receptor D2L evaluated using [3H]N-0437,B,8.4
4646,CHEMBL141510,CCCCN(CCC)[C@@H]1CCc2c(F)cccc2C1,Ki,=,45.6,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]quinpirole from Dopamine receptor D2,B,45.6
4681,CHEMBL138998,CCCN(CCCCN1C(=O)CC2(CCCC2)CC1=O)[C@@H]3CCc4c(F)cccc4C3,Ki,=,4.94,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]quinpirole from Dopamine receptor D2,B,4.94
4682,CHEMBL138998,CCCN(CCCCN1C(=O)CC2(CCCC2)CC1=O)[C@@H]3CCc4c(F)cccc4C3,Ki,=,16.9,nM,Dopamine D2 receptor,Homo sapiens,Inhibition of [3H]raclopride binding to Dopamine receptor D2,B,16.9
4686,CHEMBL139089,Fc1cccc2C[C@@H](CCc12)NCCCCN3C(=O)CC4(CCCC4)CC3=O,Ki,=,37.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]quinpirole from Dopamine receptor D2,B,37.0
4687,CHEMBL139089,Fc1cccc2C[C@@H](CCc12)NCCCCN3C(=O)CC4(CCCC4)CC3=O,Ki,=,68.2,nM,Dopamine D2 receptor,Homo sapiens,Inhibition of [3H]raclopride binding to Dopamine receptor D2,B,68.2
4695,CHEMBL140872,Fc1ccc(cc1)C(=O)CCCN2CCN(CC2)c3ncccn3,Ki,=,98.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to human cloned dopamine D2 receptor,B,98.0
4696,CHEMBL140872,Fc1ccc(cc1)C(=O)CCCN2CCN(CC2)c3ncccn3,Ki,=,98.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]N-methylspiperone from human dopamine D2 receptor by liquid scintillation counting,B,98.0
4699,CHEMBL337531,Clc1cccc(N2CCN(CCCCNC(=O)c3cc4ccccc4[te]3)CC2)c1Cl,Ki,=,91.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity for human Dopamine receptor D2 (long) by [3H]- spiperone displacement.,B,91.0
4700,CHEMBL337531,Clc1cccc(N2CCN(CCCCNC(=O)c3cc4ccccc4[te]3)CC2)c1Cl,Ki,=,48.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity for human Dopamine receptor D2 (short) by [3H]- spiperone displacement.,B,48.0
4707,CHEMBL140612,COc1ccccc1N2CCN(CCCNC(=O)c3cnn4ccccc34)CC2,Ki,=,11.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity for human Dopamine receptor D2 (long) by [3H]- spiperone displacement.,B,11.0
4708,CHEMBL140612,COc1ccccc1N2CCN(CCCNC(=O)c3cnn4ccccc34)CC2,Ki,=,3.9,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity for human Dopamine receptor D2 (short) by [3H]- spiperone displacement.,B,3.9
4709,CHEMBL140612,COc1ccccc1N2CCN(CCCNC(=O)c3cnn4ccccc34)CC2,Ki,=,13.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from wild type human cloned dopamine D2L receptor expressed in HEK293 cells,B,13.0
4710,CHEMBL140612,COc1ccccc1N2CCN(CCCNC(=O)c3cnn4ccccc34)CC2,Ki,=,11.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human cloned dopamine D2L receptor expressed in CHO cells,B,11.0
4711,CHEMBL139600,COc1ccccc1N2CCN(CCCCCNC(=O)c3cnn4ccccc34)CC2,Ki,=,30.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity for human Dopamine receptor D2 (long) by [3H]- spiperone displacement.,B,30.0
4712,CHEMBL139600,COc1ccccc1N2CCN(CCCCCNC(=O)c3cnn4ccccc34)CC2,Ki,=,25.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity for human Dopamine receptor D2 (short) by [3H]- spiperone displacement.,B,25.0
4713,CHEMBL139600,COc1ccccc1N2CCN(CCCCCNC(=O)c3cnn4ccccc34)CC2,Ki,=,30.2,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to dopamine D2,B,30.2
4714,CHEMBL139600,COc1ccccc1N2CCN(CCCCCNC(=O)c3cnn4ccccc34)CC2,Ki,=,7.1,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human dopamine D2L receptor expressed in CHO cell membranes by radioligand competition binding assay,B,7.1
4744,CHEMBL142020,COc1ccccc1N2CCN(CCCCNC(=O)c3cc4ccccn4n3)CC2,Ki,=,99.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human dopamine D2L receptor expressed in CHO cell membranes by radioligand competition binding assay,B,99.0
4747,CHEMBL140968,COc1ccccc1N2CCN(CCCCCNC(=O)c3cc4ccccn4n3)CC2,Ki,=,71.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity for human Dopamine receptor D2 (long) by [3H]- spiperone displacement.,B,71.0
4748,CHEMBL140968,COc1ccccc1N2CCN(CCCCCNC(=O)c3cc4ccccn4n3)CC2,Ki,=,76.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity for human Dopamine receptor D2 (short) by [3H]- spiperone displacement.,B,76.0
4749,CHEMBL140968,COc1ccccc1N2CCN(CCCCCNC(=O)c3cc4ccccn4n3)CC2,Ki,=,70.79,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to dopamine D2,B,70.79
4750,CHEMBL140968,COc1ccccc1N2CCN(CCCCCNC(=O)c3cc4ccccn4n3)CC2,Ki,=,35.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human dopamine D2L receptor expressed in CHO cell membranes by radioligand competition binding assay,B,35.0
4759,CHEMBL423735,COc1ccccc1N2CCN(CCCCNC(=O)c3cnn4ccccc34)CC2,Ki,=,65.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity for human Dopamine receptor D2 (short) by [3H]- spiperone displacement.,B,65.0
4764,CHEMBL141845,COc1ccccc1N2CCN(CCNC(=O)c3cnn4ccccc34)CC2,Ki,=,85.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human dopamine D2L receptor expressed in CHO cell membranes by radioligand competition binding assay,B,85.0
4770,CHEMBL139926,Clc1cccc(N2CCN(CCCCNC(=O)c3oc4ccccc4c3)CC2)c1Cl,Ki,=,80.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity for human Dopamine receptor D2 (short) by [3H]- spiperone displacement.,B,80.0
4771,CHEMBL139926,Clc1cccc(N2CCN(CCCCNC(=O)c3oc4ccccc4c3)CC2)c1Cl,Ki,=,44.8,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity for human dopamine D2 receptor,B,44.8
4775,CHEMBL139926,Clc1cccc(N2CCN(CCCCNC(=O)c3oc4ccccc4c3)CC2)c1Cl,Ki,=,44.8,nM,Dopamine D2 receptor,Homo sapiens,Inhibition of [125I]IABN binding to human Dopamine D2L receptor expressed in HEK 293 cells,B,44.8
4777,CHEMBL139926,Clc1cccc(N2CCN(CCCCNC(=O)c3oc4ccccc4c3)CC2)c1Cl,Ki,=,44.8,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [125I]-IABN from human dopamine D2L receptor expressed in HEK293 cells after 60 mins by gamma counting,B,44.8
4778,CHEMBL139926,Clc1cccc(N2CCN(CCCCNC(=O)c3oc4ccccc4c3)CC2)c1Cl,Ki,=,82.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human dopamine D2L receptor expressed in CHO cell membranes by radioligand competition binding assay,B,82.0
4780,CHEMBL344677,COc1ccccc1N2CCN(CCCCNC(=O)c3cccc4ccnn34)CC2,Ki,=,98.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity for human Dopamine receptor D2 (short) by [3H]- spiperone displacement.,B,98.0
4782,CHEMBL344677,COc1ccccc1N2CCN(CCCCNC(=O)c3cccc4ccnn34)CC2,Ki,=,34.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human dopamine D2L receptor expressed in CHO cell membranes by radioligand competition binding assay,B,34.0
4784,CHEMBL336930,COc1ccccc1N2CCN(CCCCNC(=O)c3ccc4ccnn4c3)CC2,Ki,=,84.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity for human Dopamine receptor D2 (short) by [3H]- spiperone displacement.,B,84.0
4788,CHEMBL342060,COc1ccccc1N2CCN(CCCCNC(=O)c3ccn4nccc4c3)CC2,Ki,=,58.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human dopamine D2L receptor expressed in CHO cell membranes by radioligand competition binding assay,B,58.0
4789,CHEMBL141419,COc1ccccc1N2CCN(CCCCNC(=O)c3cc4ccccc4[te]3)CC2,Ki,=,63.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity for human Dopamine receptor D2 (long) by [3H]- spiperone displacement.,B,63.0
4790,CHEMBL141419,COc1ccccc1N2CCN(CCCCNC(=O)c3cc4ccccc4[te]3)CC2,Ki,=,39.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity for human Dopamine receptor D2 (short) by [3H]- spiperone displacement.,B,39.0
4797,CHEMBL424294,COc1ccccc1N2CCN(CCCCNC(=O)c3cc4ccccc4s3)CC2,Ki,=,87.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity for human Dopamine receptor D2 (long) by [3H]- spiperone displacement.,B,87.0
4798,CHEMBL424294,COc1ccccc1N2CCN(CCCCNC(=O)c3cc4ccccc4s3)CC2,Ki,=,52.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity for human Dopamine receptor D2 (short) by [3H]- spiperone displacement.,B,52.0
4799,CHEMBL424294,COc1ccccc1N2CCN(CCCCNC(=O)c3cc4ccccc4s3)CC2,Ki,=,87.1,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to dopamine D2,B,87.1
4800,CHEMBL424294,COc1ccccc1N2CCN(CCCCNC(=O)c3cc4ccccc4s3)CC2,Ki,=,95.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]Spiperone from human dopamine D2 long receptor expressed in CHO cells,B,95.0
4801,CHEMBL424294,COc1ccccc1N2CCN(CCCCNC(=O)c3cc4ccccc4s3)CC2,Ki,=,72.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]Spiperone from human dopamine D2 short receptor expressed in CHO cells,B,72.0
4803,CHEMBL424294,COc1ccccc1N2CCN(CCCCNC(=O)c3cc4ccccc4s3)CC2,Ki,=,25.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human dopamine D2L receptor expressed in CHO cell membranes by radioligand competition binding assay,B,25.0
4814,CHEMBL143027,Fc1ccc2c(noc2c1)C3CCN(CC4CC(=O)c5ccoc5C4)CC3,Ki,=,16.22,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human cloned dopamine D2 receptor,B,16.22
4844,CHEMBL424125,COc1ccc2CCCC(CCCN3CCN(CC3)c4ccccc4OC)c2c1,IC50,=,150.0,nM,Dopamine D2 receptor,Homo sapiens,In vitro binding affinity at human cloned Dopamine receptor D2 by [3H]spiroperidol displacement.,B,75.0
4854,CHEMBL357416,Oc1ccc(cc1)C2=CCC[C@@H](CN3CCC(=CC3)c4ccccc4)C2,Ki,=,3.5,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity towards human Dopamine receptor D2L evaluated using [3H]spiperone,B,3.5
4855,CHEMBL357416,Oc1ccc(cc1)C2=CCC[C@@H](CN3CCC(=CC3)c4ccccc4)C2,Ki,=,0.2,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity towards human Dopamine receptor D2L evaluated using [3H]N-0437,B,0.2
4858,CHEMBL147159,Oc1ccc(cc1)C2=CCN(C[C@@H]3CCC=C(C3)c4ccc(O)cc4)CC2,Ki,=,10.3,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity towards human Dopamine receptor D2L evaluated using [3H]spiperone,B,10.3
