,compound_chembl_id,canonical_smiles,standard_type,standard_relation,standard_value,standard_units,target_name,organism,assay_description,assay_type,Ki [nM]
4015,CHEMBL324017,CN1CCc2cc(Br)c(O)cc2C(C1)c3ccccc3,Ki,=,1360.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity against dopamine receptor D2 by using [3H]spiperone as radioligand in caudate-putamen of monkey,B,1360.0
4023,CHEMBL321223,CN1CCc2cc(Br)c(O)cc2C(C1)c3ccc(N\C(=N\c4ccc5c(c4)C(=O)OC56c7ccc(O)cc7Oc8cc(O)ccc68)\S)cc3,Ki,>,5000.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity against dopamine receptor D2 by using [3H]spiperone as radioligand in caudate-putamen of monkey,B,5000.0
4027,CHEMBL321042,CN1CCc2cc(Br)c(O)cc2C(C1)c3ccc(N)cc3,Ki,=,1600.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity against dopamine receptor D2 by using [3H]spiperone as radioligand in caudate-putamen of monkey,B,1600.0
4068,CHEMBL112831,COc1cc(N)c(Cl)cc1C(=O)N[C@H]2CCCN(Cc3ccccc3)C2,Ki,=,7900.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone [0.5 nM (Kd=0.1 nM)] from human recombinant dopamine receptor D2L expressed in CHO cells,B,7900.0
4069,CHEMBL112831,COc1cc(N)c(Cl)cc1C(=O)N[C@H]2CCCN(Cc3ccccc3)C2,Ki,=,4200.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone [0.5 nM (Kd=0.2-0.45 nM)] from human recombinant dopamine receptor D2S expressed in CHO cells at 0.5 nM concentration,B,4200.0
4070,CHEMBL112831,COc1cc(N)c(Cl)cc1C(=O)N[C@H]2CCCN(Cc3ccccc3)C2,Ki,=,1600.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone [0.5 nM (Kd=0.1 nM)] from human recombinant dopamine receptor D2L expressed in CHO cells,B,1600.0
4071,CHEMBL112831,COc1cc(N)c(Cl)cc1C(=O)N[C@H]2CCCN(Cc3ccccc3)C2,Ki,=,1100.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone [0.5 nM (Kd=0.2-0.45 nM)] from human recombinant dopamine receptor D2S expressed in CHO cells at 0.5 nM concentration,B,1100.0
4083,CHEMBL113471,COc1c(cc(Br)c2ccccc12)C(=O)NCC[C@@H]3CCN(Cc4ccccc4)C3,Ki,=,2500.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone [0.5 nM (Kd=0.1 nM)] from human recombinant dopamine receptor D2L expressed in CHO cells,B,2500.0
4084,CHEMBL113471,COc1c(cc(Br)c2ccccc12)C(=O)NCC[C@@H]3CCN(Cc4ccccc4)C3,Ki,=,2800.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone [0.5 nM (Kd=0.2-0.45 nM)] from human recombinant dopamine receptor D2S expressed in CHO cells at 0.5 nM concentration,B,2800.0
4085,CHEMBL113471,COc1c(cc(Br)c2ccccc12)C(=O)NCC[C@@H]3CCN(Cc4ccccc4)C3,Ki,=,2000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone [0.5 nM (Kd=0.1 nM)] from human recombinant dopamine receptor D2L expressed in CHO cells,B,2000.0
4086,CHEMBL113471,COc1c(cc(Br)c2ccccc12)C(=O)NCC[C@@H]3CCN(Cc4ccccc4)C3,Ki,=,1900.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone [0.5 nM (Kd=0.2-0.45 nM)] from human recombinant dopamine receptor D2S expressed in CHO cells at 0.5 nM concentration,B,1900.0
4097,CHEMBL325818,COc1c(cc(Br)c2ccccc12)C(=O)NC[C@@H]3CCN(Cc4ccccc4)C3,Ki,=,1300.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone [0.5 nM (Kd=0.1 nM)] from human recombinant dopamine receptor D2L expressed in CHO cells,B,1300.0
4101,CHEMBL109472,COc1c(cc(C#Cc2ccccc2)c3ccccc13)C(=O)N[C@@H]4CCN(Cc5ccccc5)C4,Ki,=,7700.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone [0.5 nM (Kd=0.1 nM)] from human recombinant dopamine receptor D2L expressed in CHO cells,B,7700.0
4102,CHEMBL109472,COc1c(cc(C#Cc2ccccc2)c3ccccc13)C(=O)N[C@@H]4CCN(Cc5ccccc5)C4,Ki,=,5500.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone [0.5 nM (Kd=0.2-0.45 nM)] from human recombinant dopamine receptor D2S expressed in CHO cells at 0.5 nM concentration,B,5500.0
4103,CHEMBL109472,COc1c(cc(C#Cc2ccccc2)c3ccccc13)C(=O)N[C@@H]4CCN(Cc5ccccc5)C4,Ki,=,6400.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone [0.5 nM (Kd=0.1 nM)] from human recombinant dopamine receptor D2L expressed in CHO cells,B,6400.0
4104,CHEMBL109472,COc1c(cc(C#Cc2ccccc2)c3ccccc13)C(=O)N[C@@H]4CCN(Cc5ccccc5)C4,Ki,=,4000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone [0.5 nM (Kd=0.2-0.45 nM)] from human recombinant dopamine receptor D2S expressed in CHO cells at 0.5 nM concentration,B,4000.0
4109,CHEMBL113142,Nc1nc(NCCc2ccc(O)cc2)nc3nc(nn13)c4occc4,EC50,>,100000.0,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human dopamine D2L receptor expressed in CHO cell membranes incubated for 1 hr by [35S]GTPgammaS binding assay,F,50000.0
4110,CHEMBL113142,Nc1nc(NCCc2ccc(O)cc2)nc3nc(nn13)c4occc4,EC50,>,100000.0,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at human dopamine D2L receptor expressed in CHO cell membranes incubated for 1 hr by [35S]GTPgammaS binding assay,F,50000.0
4112,CHEMBL325060,CCS(=O)(=O)c1ccc(OC)c(c1)c2ccc(CN3CCCCCC3c4ccccc4C)[nH]2,Ki,=,1258.93,nM,Dopamine D2 receptor,Homo sapiens,"Binding affinity, displacement of [125I]iodosulpiride from human Dopamine receptor D2 expressed in CHO cells",B,1258.93
4116,CHEMBL111909,OC(=O)\C=C\C(=O)O.C(NC1CCN(Cc2ccccc2)CC1)\C=C\c3ccccc3,IC50,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from dopamine D2 receptor,B,5000.0
4117,CHEMBL112413,CN(C\C=C\c1ccccc1)C2CCN(Cc3ccccc3)CC2.OC(=O)\C=C\C(=O)O,IC50,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from dopamine D2 receptor,B,5000.0
4118,CHEMBL320801,OC(=O)\C=C\C(=O)O.C(\C=C\c1ccccc1)N(C\C=C\c2ccccc2)C3CCN(Cc4ccccc4)CC3,IC50,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from dopamine D2 receptor,B,5000.0
4119,CHEMBL112957,CN(CC#Cc1ccccc1)C2CCN(Cc3ccccc3)CC2.OC(=O)\C=C\C(=O)O,IC50,=,4100.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from dopamine D2 receptor,B,2050.0
4121,CHEMBL111964,CN(C1CCN(Cc2ccccc2)CC1)C(=O)C#Cc3ccccc3.OC(=O)\C=C\C(=O)O,IC50,=,4900.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from dopamine D2 receptor,B,2450.0
4122,CHEMBL113449,OC(=O)\C=C\C(=O)O.O=C(NC1CCN(Cc2ccccc2)CC1)C#Cc3ccccc3,IC50,=,2500.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from dopamine D2 receptor,B,1250.0
4127,CHEMBL116233,OC(=O)\C=C\C(=O)O.O=C(NC1CCN(Cc2ccccc2)CC1)\C=C\c3ccccc3,IC50,=,4700.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from dopamine D2 receptor,B,2350.0
4128,CHEMBL115506,OC(=O)\C=C\C(=O)O.C(\C=C\c1ccccc1)N(C2CCN(Cc3ccccc3)CC2)c4ccccc4,IC50,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from dopamine D2 receptor,B,5000.0
4129,CHEMBL115934,OC(=O)\C=C\C(=O)O.C(NC1CCN(Cc2ccccc2)CC1)C#Cc3ccccc3,IC50,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from dopamine D2 receptor,B,5000.0
4130,CHEMBL112457,OC(=O)\C=C\C(=O)O.O=C(\C=C\c1ccccc1)N(C2CCN(Cc3ccccc3)CC2)c4ccccc4,IC50,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from dopamine D2 receptor,B,5000.0
4131,CHEMBL325063,CN(C1CCN(Cc2ccccc2)CC1)C(=O)\C=C\c3ccccc3.OC(=O)\C=C\C(=O)O,IC50,=,7100.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-spiperone from dopamine D2 receptor,B,3550.0
4140,CHEMBL115222,CNC(=O)CN1CN(c2ccccc2)C3(CCN(Cc4cc5OCOc5cc4Cl)CC3)C1=O,IC50,=,2120.0,nM,Dopamine D2 receptor,Homo sapiens,Inhibition of human dopamine receptor D2,B,1060.0
4144,CHEMBL326263,Fc1ccc(cc1)C(CCCN2CCN(CC2)C(=O)OCCc3ccc(cc3)C#N)c4ccc(F)cc4,IC50,=,2240.0,nM,Dopamine D2 receptor,Homo sapiens,Inhibition of human dopamine receptor D2,B,1120.0
4147,CHEMBL113956,CCOc1ccc(CCNC(=O)N2CCN(CCCC(c3ccc(F)cc3)c4ccc(F)cc4)CC2)cc1,IC50,=,2890.0,nM,Dopamine D2 receptor,Homo sapiens,Inhibition of human dopamine receptor D2,B,1445.0
4150,CHEMBL325516,Fc1ccc(CCOC(=O)N2CCN(CCCC(c3ccc(F)cc3)c4ccc(F)cc4)CC2)cc1,IC50,=,2620.0,nM,Dopamine D2 receptor,Homo sapiens,Inhibition of human dopamine receptor D2,B,1310.0
4162,CHEMBL117730,COc1c(C)ccc2C[C@H]3NCCc4cccc(c34)c12,Ki,=,4710.0,nM,Dopamine D2 receptor,Homo sapiens,In vitro affinity at human cloned Dopamine receptor D2A by [3H]raclopride displacement.,B,4710.0
4165,CHEMBL116367,Cc1ccc2C[C@H]3NCCc4cccc(c34)c2c1O,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,In vitro affinity at human cloned Dopamine receptor D2A by [3H]-raclopride displacement.,B,10000.0
4166,CHEMBL334116,COc1c(OS(=O)(=O)C(F)(F)F)ccc2C[C@H]3N(C)CCc4cccc(c34)c12,Ki,=,1040.0,nM,Dopamine D2 receptor,Homo sapiens,In vitro affinity at human cloned Dopamine receptor D2A by [3H]-raclopride displacement.,B,1040.0
4176,CHEMBL119223,COc1c(C)ccc2C[C@H]3N(Cc4ccccc4)CCc5cccc(c35)c12,Ki,>,5000.0,nM,Dopamine D2 receptor,Homo sapiens,In vitro affinity at human cloned Dopamine receptor D2A by [3H]raclopride displacement.,B,5000.0
4177,CHEMBL331100,COc1c(C=C)ccc2C[C@H]3N(C)CCc4cccc(c34)c12,Ki,=,1750.0,nM,Dopamine D2 receptor,Homo sapiens,In vitro affinity at human cloned Dopamine receptor D2A by [3H]raclopride displacement.,B,1750.0
4181,CHEMBL324372,COc1c(ccc2C[C@H]3N(C)CCc4cccc(c34)c12)C(=O)C,Ki,=,2980.0,nM,Dopamine D2 receptor,Homo sapiens,In vitro affinity at human cloned Dopamine receptor D2A by [3H]raclopride displacement.,B,2980.0
4184,CHEMBL326159,CN1CCc2cccc3c2[C@H]1Cc4ccc(C(=O)C)c(O)c34,Ki,=,2760.0,nM,Dopamine D2 receptor,Homo sapiens,In vitro affinity at human cloned Dopamine receptor D2A by [3H]-raclopride displacement.,B,2760.0
4185,CHEMBL115524,CCc1ccc2C[C@H]3N(C)CCc4cccc(c34)c2c1O,Ki,=,2050.0,nM,Dopamine D2 receptor,Homo sapiens,In vitro affinity at human cloned Dopamine receptor D2A by [3H]-raclopride displacement.,B,2050.0
4195,CHEMBL333725,CC(C)N1CCc2cccc3c2[C@H]1Cc4cccc(O)c34,Ki,=,1010.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-raclopride fromd human Dopamine receptor D2A expressed in LtK- cells,B,1010.0
4196,CHEMBL324073,CN1CCc2cccc3c2[C@H]1Cc4cccc(C(=O)N)c34,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-raclopride fromd human Dopamine receptor D2A expressed in LtK- cells,B,10000.0
4198,CHEMBL333085,COc1ccccc1c2cccc3C[C@H]4N(C)CCc5cccc(c45)c23,Ki,=,1330.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-raclopride fromd human Dopamine receptor D2A expressed in LtK- cells,B,1330.0
4206,CHEMBL332677,CCCN(CCC)C1COc2c(C1)ccc3sc(N)nc23,Ki,=,3510.0,nM,Dopamine D2 receptor,Homo sapiens,in vitro binding affinity was determined on human Dopamine receptor D2L expressed in chinese hamster ovary(CHO) K-1 cells using [3H]spiperone as radioligand.,B,3510.0
4211,CHEMBL118637,CCCNC1Cc2cc3nc(N)sc3cc2C1,Ki,=,1350.0,nM,Dopamine D2 receptor,Homo sapiens,in vitro binding affinity was determined on human Dopamine receptor D2L expressed in chinese hamster ovary(CHO) K-1 cells using [3H]NPA as radioligand.,B,1350.0
4223,CHEMBL116372,CCCN(CCC)C1COc2ccc3nc(N)sc3c2C1,Ki,=,5920.0,nM,Dopamine D2 receptor,Homo sapiens,in vitro binding affinity was determined on human Dopamine receptor D2L expressed in chinese hamster ovary(CHO) K-1 cells using [3H]spiperone as radioligand.,B,5920.0
4225,CHEMBL120055,Cc1ccccc1N2CCN(CC2)C(=O)COc3ccc4[nH]cc(CCN)c4c3,IC50,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Compound was tested for its affinity towards dopaminergic (D2) receptor,B,5000.0
4234,CHEMBL123937,OC(CC(=O)O)C(=O)O.O=C1c2ccccc2CCC13CCN(Cc4ccc5ccccc5c4)CC3,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity for dopamine D2 receptor using [3H]spiperone in guinea pig striatum,B,10000.0
4235,CHEMBL123488,OC(CC(=O)O)C(=O)O.FC(F)(F)c1ccc(CN2CCC3(CC2)CCc4ccccc4C3=O)cc1,Ki,=,2192.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity for dopamine D2 receptor using [3H]spiperone in guinea pig striatum,B,2192.0
4236,CHEMBL122761,Clc1ccc2C(=O)C3(CCN(CCc4ccccc4)CC3)CCc2c1,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity for dopamine D2 receptor using [3H]spiperone in guinea pig striatum,B,10000.0
4237,CHEMBL122761,Clc1ccc2C(=O)C3(CCN(CCc4ccccc4)CC3)CCc2c1,Ki,=,1100.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity for displacement of [3H]spiperone to human dopamine D2 (hD2) receptors stably expressed in CHO cells,B,1100.0
4240,CHEMBL331172,O=C1CCc2ccccc2C13CCN(CCc4ccccc4)CC3,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity for dopamine D2 receptor using [3H]spiperone in guinea pig striatum,B,10000.0
4241,CHEMBL122758,OC1CCc2ccccc2C13CCN(CCc4ccccc4)CC3,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity for dopamine D2 receptor using [3H]spiperone in guinea pig striatum,B,10000.0
4244,CHEMBL120927,CN1CCc2ccc3cnc4cccc5C[C@@H]1c2c3c45,Ki,=,1330.0,nM,Dopamine D2 receptor,Homo sapiens,In vitro binding affinity towards cloned human Dopamine receptor D2A using [3H]- Raclopride as radioligand.,B,1330.0
4251,CHEMBL339960,Clc1ccc(N2CCN(CCCCNC(=O)c3cc4ccccc4[nH]3)CC2)c(Cl)c1,Ki,>,23890.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-sulpiride from human dopamine D2 receptor expressed in HEK293 cells after 150 mins by liquid scintillation counting,B,23890.0
4269,CHEMBL419792,CN[C@H]1CN2C(=O)Nc3cccc(C1)c23,Ki,=,16300.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]N-methylspiperone from human D2 receptor transfected in HEK293 cells measured after 60 mins by liquid scintillation counter,B,16300.0
4284,CHEMBL127257,Cc1ccc(cc1C)N2CCN(Cc3nc4ccccc4[nH]3)CC2,Ki,>,6000.0,nM,Dopamine D2 receptor,Homo sapiens,Inhibition of human dopamine D2 (long) receptor (unknown origin),B,6000.0
4309,CHEMBL125745,NCCc1cccc2c1ccn2S(=O)(=O)c3ccccc3,Ki,>,1700.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity against dopamine receptor D2 using [3H]spiperone radioligand in CHO cells,B,1700.0
4315,CHEMBL263700,CN(C)CCc1cn(C(=O)c2ccccc2)c3ccc(O)cc13,Ki,>,2200.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity against dopamine receptor D2 using [3H]spiperone radioligand in CHO cells,B,2200.0
4318,CHEMBL127411,CN(C)[C@H]1Cc2cn(c3cccc([C@@H]1O)c23)S(=O)(=O)c4ccc(C)cc4,Ki,>,1700.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity against dopamine receptor D2 using [3H]spiperone radioligand in CHO cells,B,1700.0
4379,CHEMBL129263,O[C@@H](CCCN1CCN(CC1)c2ncc(F)cn2)c3ccc(F)cc3,Ki,=,3346.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from CHO-K1 cell membranes expressing human dopamine receptor D2,B,3346.0
4382,CHEMBL129768,O[C@H](CCCN1CCN(CC1)c2ncc(F)cn2)c3ccc(F)cc3,Ki,>,5000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from CHO-K1 cell membranes expressing human dopamine receptor D2,B,5000.0
4399,CHEMBL128276,COc1ccc(OCCNCCCOc2ccccc2)cc1,Ki,=,1950.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity against cloned human dopamine receptor D2 expressed in Chinese hamster ovary (CHO) K-1 cells by displacement of [3H]spiperone.,B,1950.0
4400,CHEMBL128276,COc1ccc(OCCNCCCOc2ccccc2)cc1,Ki,=,1949.84,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to displace [3H]spiperone from cloned human dopamine receptor D2 was determined,B,1949.84
4416,CHEMBL128222,Clc1ccc(OCCNCCCOc2ccc(Br)cc2)cc1,Ki,>,5880.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity against cloned human dopamine receptor D2 expressed in Chinese hamster ovary (CHO) K-1 cells by displacement of [3H]spiperone.,B,5880.0
4417,CHEMBL131484,Cc1ccc(OCCCNCCOc2ccc(Cl)cc2)cc1,Ki,=,1320.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity against cloned human dopamine receptor D2 expressed in Chinese hamster ovary (CHO) K-1 cells by displacement of [3H]spiperone.,B,1320.0
4418,CHEMBL131484,Cc1ccc(OCCCNCCOc2ccc(Cl)cc2)cc1,Ki,=,1318.26,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to displace [3H]spiperone from cloned human dopamine receptor D2 was determined,B,1318.26
4421,CHEMBL132455,[O-][N+](=O)c1ccc(OCCNCCCOc2ccccc2)cc1,Ki,=,1400.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity against cloned human dopamine receptor D2 expressed in Chinese hamster ovary (CHO) K-1 cells by displacement of [3H]spiperone.,B,1400.0
4422,CHEMBL132455,[O-][N+](=O)c1ccc(OCCNCCCOc2ccccc2)cc1,Ki,=,1412.54,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to displace [3H]spiperone from cloned human dopamine receptor D2 was determined,B,1412.54
4427,CHEMBL341225,Cc1ccc(OCCNCCCOc2ccc(Br)cc2)cc1,Ki,=,5730.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity against cloned human dopamine receptor D2 expressed in Chinese hamster ovary (CHO) K-1 cells by displacement of [3H]spiperone.,B,5730.0
4428,CHEMBL341225,Cc1ccc(OCCNCCCOc2ccc(Br)cc2)cc1,Ki,=,5754.4,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to displace [3H]spiperone from cloned human dopamine receptor D2 was determined,B,5754.4
4454,CHEMBL338938,CCCN(CCC)C1CCc2cc(CN(C(=O)N)c3ccc(OC)cc3)ccc2C1,Ki,=,6309.57,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity against human Dopamine receptor D2 in mouse LtK- cells using [3H]spiperone.,B,6309.57
4470,CHEMBL129997,CCCN(CCC)[C@@H]1CCc2c(C1)ccc(C(O)Cc3ccc(Cl)cc3)c2OC,Ki,=,1258.93,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity against human Dopamine receptor D2 in mouse LtK- cells using [3H]spiperone.,B,1258.93
4504,CHEMBL133938,CCCN(CCc1cccs1)[C@H]2CCc3ccc(OC)cc3C2,Ki,=,1241.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity was evaluated by calculating competition for [3H]spiperone binding on Dopamine receptor D2L of CHO K-1 cells.,B,1241.0
4508,CHEMBL441092,NC1CCc2c(O)cccc2C1,Ki,=,1492.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity was evaluated by calculating competition for [3H]spiperone binding on Dopamine receptor D2L of CHO K-1 cells.,B,1492.0
4510,CHEMBL132261,CCCN(CCc1cccs1)C2CCc3c(C2)cccc3OC4CCCC4,Ki,=,1046.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity was evaluated by calculating competition for [3H]spiperone binding on Dopamine receptor D2L of CHO K-1 cells.,B,1046.0
4526,CHEMBL135944,CCCN(CCC)[C@H]1CCc2ccc(OC)cc2C1,Ki,=,3351.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity was evaluated by calculating competition for [3H]spiperone binding on Dopamine receptor D2L of CHO K-1 cells.,B,3351.0
4528,CHEMBL134326,CCCN(CCC)[C@@H]1CCc2ccc(OC)cc2C1,Ki,=,5882.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity was evaluated by calculating competition for [3H]spiperone binding on Dopamine receptor D2L of CHO K-1 cells.,B,5882.0
4537,CHEMBL336962,CCCN[C@H]1CCc2ccc(OC)cc2C1,Ki,=,3206.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity was evaluated by calculating competition for [3H]spiperone binding on Dopamine receptor D2L of CHO K-1 cells.,B,3206.0
4539,CHEMBL422274,COc1ccc2CCC(N)Cc2c1,Ki,=,5825.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity was evaluated by calculating competition for [3H]spiperone binding on Dopamine receptor D2L of CHO K-1 cells.,B,5825.0
4562,CHEMBL335971,CCCN[C@@H]1CCc2ccc(OC)cc2C1,Ki,=,58882.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity was evaluated by calculating competition for [3H]spiperone binding on Dopamine receptor D2L of CHO K-1 cells.,B,58882.0
4610,CHEMBL138015,CCCN(C\C=C\I)C1COc2ccc(O)cc2C1,Ki,>,5000.0,nM,Dopamine D2 receptor,Homo sapiens,Tested for the inhibitory activity against Dopamine D2 receptor in infected Sf9 cells,B,5000.0
4657,CHEMBL141537,Fc1cccc2C[C@@H](CCc12)NCc3ccccc3,Ki,=,2830.0,nM,Dopamine D2 receptor,Homo sapiens,Inhibition of [3H]raclopride binding to Dopamine receptor D2,B,2830.0
4666,CHEMBL342630,CC(C)N[C@@H]1CCc2c(F)cccc2C1,Ki,=,2450.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]quinpirole from Dopamine receptor D2,B,2450.0
4667,CHEMBL342630,CC(C)N[C@@H]1CCc2c(F)cccc2C1,Ki,=,5940.0,nM,Dopamine D2 receptor,Homo sapiens,Inhibition of [3H]raclopride binding to Dopamine receptor D2,B,5940.0
4676,CHEMBL345087,CCCN(C(C)C)[C@@H]1CCc2c(F)cccc2C1,Ki,=,1530.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]quinpirole from Dopamine receptor D2,B,1530.0
4677,CHEMBL345087,CCCN(C(C)C)[C@@H]1CCc2c(F)cccc2C1,Ki,=,4720.0,nM,Dopamine D2 receptor,Homo sapiens,Inhibition of [3H]raclopride binding to Dopamine receptor D2,B,4720.0
4691,CHEMBL141343,Cc1c(C)c2OC(C)(CN3CCN(CC3)c4cc(nc(n4)N5CCCC5)N6CCCC6)CCc2c(C)c1O,IC50,=,16760.0,nM,Dopamine D2 receptor,Homo sapiens,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,8380.0
4692,CHEMBL141343,Cc1c(C)c2OC(C)(CN3CCN(CC3)c4cc(nc(n4)N5CCCC5)N6CCCC6)CCc2c(C)c1O,Ki,=,5587.0,nM,Dopamine D2 receptor,Homo sapiens,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,5587.0
4703,CHEMBL142217,N#Cc1ccc2[nH]cc(CN3CCN(CC3)c4ccccc4)c2c1,Ki,=,34000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human Dopamine receptor D2L expressed in CHO cells,B,34000.0
4704,CHEMBL142217,N#Cc1ccc2[nH]cc(CN3CCN(CC3)c4ccccc4)c2c1,Ki,=,3500.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human Dopamine receptor D2S expressed in CHO cells,B,3500.0
4705,CHEMBL140594,Clc1ccc(cc1)N2CCN(Cc3cc4cc(ccc4[nH]3)C#N)CC2,Ki,=,7900.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human Dopamine receptor D2L expressed in CHO cells,B,7900.0
4706,CHEMBL140594,Clc1ccc(cc1)N2CCN(Cc3cc4cc(ccc4[nH]3)C#N)CC2,Ki,=,7600.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human Dopamine receptor D2S expressed in CHO cells,B,7600.0
4717,CHEMBL140006,Clc1ccc(cc1Cl)N2CCN(Cc3cc4cc(ccc4[nH]3)C#N)CC2,Ki,=,43000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human Dopamine receptor D2L expressed in CHO cells,B,43000.0
4718,CHEMBL140006,Clc1ccc(cc1Cl)N2CCN(Cc3cc4cc(ccc4[nH]3)C#N)CC2,Ki,=,36000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human Dopamine receptor D2S expressed in CHO cells,B,36000.0
4719,CHEMBL344602,Clc1ccc(cc1Cl)N2CCN(Cc3cc4ccc(cc4[nH]3)C#N)CC2,Ki,=,2000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human Dopamine receptor D2L expressed in CHO cells,B,2000.0
4720,CHEMBL344602,Clc1ccc(cc1Cl)N2CCN(Cc3cc4ccc(cc4[nH]3)C#N)CC2,Ki,=,1400.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human Dopamine receptor D2S expressed in CHO cells,B,1400.0
